Unnamed: 0,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
80959,Sie haben es immer noch nicht kapiert! ,CDU/CSU,<unknown>,SPD,von Larcher,6/7/2000,48153," nicht gefunden haben,  (Hartmut Schauerte [CDU/CSU]: Herr Kollege, Sie sind von der Rolle!) sehen Sie daran, dass Sie nun schon zum zweiten oder dritten Mal, wie ich glaube, verlorene Schlachten schlagen. Die Argumente gegen die Ökosteuer haben wir doch schon x-mal gehört, als wir sie einführten.  ",1
436552,"Ja, das wäre mal was!",GRÜNE,Renate Künast,SPD,Susanne Mittag,9/7/2023,195285," in unserem Bereich massive Auswirkungen. Es wäre wirklich hilfreich, wenn die Kritiker in dieser Debatte mal realisieren würden, dass wir ganz außergewöhnliche Zeiten haben, Artur; das würde auch von Fach- und Sachverstand zeugen. (Beifall bei der SPD und dem GRÜNE sowie bei Abgeordneten der FDP – ",0
108563,Es gab drei Debatten!,SPD,Sabine Kaspereit,CDU/CSU,Günter Nooke,4/18/2002,57155," angeblichen Chefsache Aufbau Ost.  (Dr. Uwe Küster [SPD]: Was ist peinlich? – Zuruf von der SPD: Halten Sie sich mal schön fest, damit Sie bei dieser Aussage nicht umfallen!) Es ist Ihnen aber dank der von uns beantragten Debatten nicht gelungen, dieses Thema totzuschweigen.  (Lachen bei der SPD – ",0
105691,Zu Recht! Aber da sitzen natürlich Ihre Leute drin!,FDP,Dirk Niebel,SPD,Ute Kumpf,2/21/2002,56308," Vermittlung soll eine zentrale Bedeutung bekommen. Wir alle, auch Sie als Opposition, sollten ein Interesse daran haben, dass die Vermittlungsschiene funktioniert. Man sollte das Kind nicht mit dem Bade ausschütten und die Selbstverwaltung sozusagen mit einem Schnellschuss an den Pranger stellen. (",0
300547,"Das ist ein Problem von uns Männern, dass wir öfter nicht verstehen, was Frauen sagen!",CDU/CSU,Volker Kauder,GRÜNE,Özcan Mutlu,11/13/2015,135105,"tlich und klar, und wenn Sie sich das noch einmal durchlesen, werden Sie es auch merken. (Dagmar Freitag [SPD]: Sie haben es leider nicht verstanden! – Gegenruf des Abg. ­Özcan Mutlu [GRÜNE]: Sie haben es verstanden? – Renate Künast [GRÜNE]: Frau Freitag ist die Einzige, die etwas verstehen kann! – ",0
135472,Sehr zuständig!,GRÜNE,Jerzy Montag,CDU/CSU,Thomas Strobl,2/13/2004,65108," sie heute in unserem Gesetzentwurf einbringen, ist eine gravierende Sicherheitslücke. Herr Kollege Montag, ich will einmal Praktiker der Strafverfolgungsbehörden zitieren – denn Sie haben ja das, was Kollege Röttgen hier vorgetragen hat, bestritten –, und zwar den Bund Deutscher Kriminalbeamter,  (",0
358641,Da sind wir einer Meinung!,FDP,Christian Dürr,CDU/CSU,Peter Altmaier,11/13/2019,162038,"er Luftfahrtindustrie demonstrieren können. (Manuel Höferlin [FDP]: Sie weichen nur aus!) Ich bitte um Verständnis, dass wir hier nicht mit staatlichen Hilfsangeboten durch die Gegend wedeln, (Christian Dürr [FDP]: Habe ich nicht verlangt!) die von unserer Wirtschaftsverfassung nicht gedeckt sind. (",2
211298,Pfui!,DIE LINKE,Dr. Ilja Seifert,DIE LINKE,Ingrid Remmers,2/25/2010,97094,"werden. Dass sich Goldman Sachs darüber hinaus mit der Finanzierung von US-Immobilien kräftig verspekuliert hat, ist ebenfalls hinlänglich bekannt. Das hindert die deutschen Regierungsbehörden aber offensichtlich nicht daran, weiterhin öffentliches Wohneigentum an solche Spekulanten zu verkaufen.  (",1
315612,Ist aber nicht geregelt!,GRÜNE,Oliver Krischer,CDU/CSU,Alois Rainer,12/16/2016,142023,"r vorverpackte Lebensmittel herstellt. Das auf die Schiene zu setzen, darin besteht die Schwierigkeit. Aber ich bin völlig bei Ihnen: Wir brauchen eine Nährwertkennzeichnung auf allen Konserven und vorverpackten Produkten. Es muss nur machbar und am Ende auch lesbar sein. (Beifall bei der CDU/CSU – ",0
28925,"Ich habe  meiner Frage einen zweiten Teil angefügt,  Frau Kollegin!",CDU/CSU,Dr. Friedbert Pflüger,FDP,Ursula Seiler-Albring,3/3/1994,17951,"tigen Amtes in Kopie zur Verfügung  stellen.  (Dr. Friedbert Pflüger [CDU/CSU]: Ich bitte  sehr darum, Frau Kollegin! Ich finde nur, daß  das nicht meine Frage beantwortet!)  — Sie haben doch gesagt, Sie wollten den Inhalt dieses  Schreibens kennenlernen. Ich stelle es Ihnen gerne  zur Verfügung.  (",0
376689,Kritisieren Sie jetzt die Direktzahlungen doch?,GRÜNE,Steffi Lemke,CDU/CSU,Julia Klöckner,10/28/2020,170362,"h Ihnen sagen: Sprechen Sie mal mit Sarah Wiener – Abgeordnete der Grünen im Europaparlament. Fast 400 000 Euro bekommt sie. (Gitta Connemann [CDU/CSU]: Ja, genau! Agrarzahlungen!) Ich glaube jetzt nicht, dass sie das bekommt, weil sie so wenig Fläche hat, sondern weil sie relativ viel Fläche hat. (",0
449414,Hallo! Das ist ein eigenes Gesetz! Das ist gar nicht dadrin! Oje!,SPD,Michael Schrodi,AfD,Kay Gottschalk,12/14/2023,199325,"chael Schrodi [SPD]: Das steht doch gar nicht im Gesetz!) „Insolvenz“ ist, glaube ich, für Sie und Herrn Habeck ein Fremdwort; Sie interpretieren es vielleicht anders. Auf Bedenken sind Sie eingegangen, wie beim MoPeG; ich will nicht auf weitere Einzelheiten eingehen. Auch das ist immerhin gut so. (",0
106221,Das sieht man an den Umfragen!,CDU/CSU,<unknown>,SPD,Wolfgang Grotthaus,2/27/2002,56475,"araus dann noch politisches Kapital schlagen. Die Menschen in unserer Republik sind nicht so dumm, dass sie das nicht erkennen. Von daher werden Sie am 22. September die Quittung bekommen. (Beifall bei der SPD und dem GRÜNE – Dirk Niebel [FDP]: Wer die Quittung bekommt, ist noch nicht ganz heraus! –",0
425292,"Sie zeigen, dass die Bürger draufzahlen! Sie haben auch im Ausschuss bereits ausgeführt, was es mehr kosten wird!",AfD,Marc Bernhard,SPD,Dr. Nina Scheer,4/20/2023,191833,"tenzial in Angst ummünzen und tatsächlich dann verängstigt sind. (Marc Bernhard [AfD]: Sie wollen die Verschwendung von Strom sanktionieren!) Deswegen muss man immer wieder hier auch dem Transparenzanspruch so Rechnung tragen, dass diese Falschmeldungen und diese Verhetzungen, diese Angstmacherei, (",0
429641,So ist es!,FDP,Konstantin Kuhle,CDU/CSU,Andrea Lindholz,5/25/2023,193280,"t zu vereinbaren. (Beifall bei der CDU/CSU) Und ein letzter Punkt zum Schluss. Die FDP hatte Anfang März vollmundig Folgendes angekündigt: Künftig darf bei allen Einbürgerungstatbeständen nur noch eingebürgert werden, wer seinen eigenen Lebensunterhalt bestreiten und für seine Familie sorgen kann. (",2
376912,"Ja, und bei uns alle!",AfD,Petr Bystron,CDU/CSU,Alexander Dobrindt,10/29/2020,170477," Angst machen!) Es wird die Frage gestellt: Ist die Politik in Schweden nicht besser als die in Deutschland? Sie ist auf jeden Fall anders; das stimmt. Was passiert in Schweden? Für die Politik, die in Schweden gemacht wird, zahlt vor allem eine Generation den Preis, nämlich die ältere Generation; (",0
174160,Das hätte man den grünen  Bürgermeister in Freiburg fragen sollen!,SPD,<unknown>,SPD,Florian Pronold,1/18/2007,79211,"Das ist eine Frage, die wir schon lange beantwortet haben. Aber schon die Fragestellung ist falsch.  ",0
406903,Wo sind Ihre Vorschläge?,SPD,Tim Klüssendorf,CDU/CSU,Dr. Mathias Middelberg,9/30/2022,186096,"dass Sie 200 Milliarden Euro Schulden machen. (Dr. Lukas Köhler [FDP]: Die sehen nicht panisch aus!) Diese Aktion hätte komplett andersherum laufen müssen. (Beifall bei der CDU/CSU) Sie hätten jetzt ganz konkret sagen müssen, was Sie mit der Gaspreisbremse, was Sie mit der Strompreisbremse machen. (",0
282995,Landwirtschaftsminister ist er!,GRÜNE,Sven-Christian Kindler,CDU/CSU,Thomas Mahlberg,6/24/2014,126593,"herausstehlen und die Finanzierung den zu kontrollierenden Unternehmen aufbürden.  (Beifall bei der CDU/CSU – Sven-Christian Kindler [GRÜNE]: Das ist doch marktwirtschaftlich!)  – Sehr geehrter Herr Kollege Kindler, Sie haben eben sehr lobend über Ihren Umweltminister in Niedersachsen gesprochen.  (",0
363417,"Ihre Wohnungspolitik kann man auch in die Tonne hauen! Noch zehn Jahre Linke, und die Häuser sind in der Tonne!",FDP,Dr. Marie-Agnes Strack-Zimmermann,DIE LINKE,Caren Lay,12/20/2019,163592,"nungen privatisiert. (Kai Whittaker [CDU/CSU]: Sie haben das getan! Sie haben es in Berlin getan! Sie haben doch Wohnungen verkauft, Frau Lay! – Weiterer Zuruf von der CDU/CSU: Das war doch in Berlin mit dem Verscherbeln, oder?) Die meisten Wohnungen wurden im Bund privatisiert – von Schwarz-Gelb. (",1
253500,Seehofer für  ganz Deutschland!,CDU/CSU,Max Straubinger,SPD,Caren Marks,4/25/2012,113305,"Leim gegangen. Der CSU-Vorsitzende Horst Seehofer will das Betreuungsgeld als Wahlkampfgeschenk für Bayern umsetzen. Es geht ihm um nichts anderes. (Stefan Müller [Erlangen] [CDU/CSU]:  Quatsch!) Ich denke, das ist auch mehrfach in öffentlichen Äußerungen von Herrn Seehofer sehr deutlich geworden. (",0
317430,"Hören Sie zu, Herr Harbarth!",DIE LINKE,Frank Tempel,GRÜNE,Irene Mihalic,2/17/2017,142887,"Erfahrungen gemacht hätten. Der Tatbestand „Widerstand gegen Vollstreckungsbeamte“ ist erst im Jahre 2011 verschärft worden. Die Zahl der Fälle von Widerständen und Körperverletzungsdelikten zulasten von Polizeibeamten ist dadurch aber nicht etwa geringer geworden, sondern sie ist sogar gestiegen. (",0
66360,Das ist typisch: Kontrolle!,CDU/CSU,Wolfgang Meckelburg,GRÜNE,Dr. Thea Dückert,3/4/1999,42037,"re Frucht. Wir deckeln diese Ent- Dr. Peter Ramsauer wicklung. Ich denke, das wird dazu führen, daß dieser Aufwuchs gestoppt wird. (Beifall beim GRÜNE und bei der SPD – Birgit Schnieber-Jastram [CDU/CSU]: Das ist schon allerhand!) Zum anderen führen wir Kontrollmöglichkeiten in diesem Bereich ein. (",0
173710,Ich finde es gut!,GRÜNE,Renate Künast,CDU/CSU,Julia Klöckner,12/15/2006,78993,"eine Szene im Restaurant vor, wenn das panierte Schnitzel gebracht wird. Vielleicht haben Sie auch noch Vorschläge, wie man den Teller optisch gestalten könnte, damit man erkennt, welches Ei, das in der Panade ist, aus Freilandhaltung, welches aus Bodenhaltung und welches aus Käfighaltung stammt.  (",2
74400,Und der Deutsche Bundestag!,SPD,Georg Wagner,SPD,Dr. Peter Struck,11/24/1999,45518,"nen Menschen in der Ehre zu treffen, das ist die Absicht! – Zuruf von der CDU/CSU: Gemeinheit! – Weitere Zurufe von der CDU/ CSU) – lassen Sie mich doch ausreden –, weil Sie meinen, daß dies nicht der geeignete Ort sei. In der Tat ist der geeignete Ort der Untersuchungsausschuß, Herr Kollege. (Hans ",0
255381,Deshalb haben Sie die Hoteliers entlastet! Damit der Schuldenberg nicht wächst!,SPD,Caren Marks,FDP,Miriam Gruß,5/11/2012,114024,gkeit verloren. Sie sollten kein einziges Mal mehr über den Abbau der Neuverschuldung sprechen. (Beifall bei der FDP und der CDU/CSU) Jetzt kommt mein Lieblingssatz: Auf Schuldenbergen können Kinder nicht spielen und erst recht nicht lernen. (Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU – ,0
397443,"Ab dem 21. Kilometer, Herr Schrodi! Das ist sozial ausgewogen! Super!",AfD,Kay Gottschalk,SPD,Michael Schrodi,5/12/2022,182750," bringen wir jetzt eine Entlastung von 16 Milliarden Euro auf den Weg. Das sind massive, umfassende, in dieser Situation aber notwendige und angemessene Maßnahmen. Dazu gehören neben der Erhöhung des Arbeitnehmerpauschbetrags auf 1 200 Euro und der Erhöhung der Entfernungspauschale für Fernpendler (",0
